2
# Numeric modifiers can now be expressions, enclosed in square brackets.
# No spaces are allowed within the expression, except as part of a zone/location name.
# + - * / ( ) have their usual mathematical meaning and precedence.
# ^ is exponentiation, with the highest precedence.
# Functions available:
#	ceil(x) floor(x) sqrt(x) min(x,y) max(x,y) abs(x)
# Location functions: loc(text) zone(text)
#	These have a value of 1 if the current adventure location or zone contains the
#	specified text, 0 elsewhere.
# Path function: path(text)
#	This has a value of 1 if the player's path matches the text.
# Familiar function: fam(text)
#	This has a value of 1 if the player's familiar type contains the text, else 0.
# Weapon function: mainhand(text)
#	This has a value of 1 if the player's mainhand weapon class (sword, club, etc.)
#	contains the text.
# Preferences function: pref(text)
# Effect function: effect(text)
#	This returns the number of turns remaining of the effect uniquely matching text.
# Resistance function: res(text)
#	This returns the number of resistance levels for the listed element
# Class function: class(text)
#	This has a value of 1 if the player's class matches the text.
# Skill function: skill(text)
#	This has a value of 1 if the player has the skill matching the text.
# There can be at most one of each text function in any single expression.
# Upper-case letters are varying values:
#	A - number of Ascensions
#	B - Blood of Wereseal effect
#	C - Clancy's level
#	D - Drunkenness
#	E - active (nonintrinsic) Effects
#	F - Fullness
#	G - Grimace darkness (0..5)
#	H - Hobo Power
#	I - Disco Momentum
#	J - 1 on Festival of Jarlsberg, 0 otherwise
#	K - Smithsness
#	L - player Level
#	M - total Moonlight (0..9)
#	N - AudieNce
#	P - Pasta Thrall level
#	R - Reagent potion duration
#	S - Spleenness
#	T - Turns remaining of this effect
#	U - telescope Upgrades
#	W - familiar Weight
#	X - gender (-1=male, 1=female)
#	Y - furY
#
# Items which "change with every new day":
#
# Tuesday's Ruby
#	Sunday		+5% Meat from Monsters
#	Monday		Muscle +5%
#	Tuesday		Regenerate 3-7 MP per adventure
#	Wednesday	+5% Mysticality
#	Thursday	+5% Item Drops from Monsters
#	Friday		+5% Moxie
#	Saturday	Regenerate 3-7 HP per adventure

# Hats section of modifiers.txt

salinated mint julep	Effect: "Brined Liver", Effect Duration: 10
Sazerorc	Effect: "Orc Chops", Effect Duration: 5
Sazuruk-hai	Effect: "Orc Chops", Effect Duration: 10
scotch on the rocks	Effect: "Hair on Your Chest", Effect Duration: 30
screwdiver	Effect: "Brined Liver", Effect Duration: 20
sham champagne	Effect: "Shamboozled", Effect Duration: 10
shot of flower schnapps	Effect: "Flower Power", Effect Duration: 3
shot of mescal	Effect: "Brainworm", Effect Duration: 50
shot of nepenthe schnapps	Effect: "Memento Moir&eacute;", Effect Duration: 10
Shot of the Living Dead	Effect: "Creepypasted ", Effect Duration: 15
Silver Bullet beer	Effect: "Wolf's Bane", Effect Duration: 30
Sizzling Sinner	Effect: "Heart Aflame", Effect Duration: 15
Slimebite	Effect: "In the Slimelight", Effect Duration: 15
Slimosa	Effect: "In the Slimelight", Effect Duration: 5
slimy fermented bile bladder	Effect: "Bilious", Effect Duration: 20
Slippery Knob	Effect: "Gutterminded", Effect Duration: 10
Sloe Comfortable Zoo	Effect: "Rampage!", Effect Duration: 10
Sloe Comfortable Zoo on Fire	Effect: "Rampage!", Effect Duration: 15
slug of rum	Effect: "Brined Liver", Effect Duration: 10
slug of shochu	Effect: "Brined Liver", Effect Duration: 10
slug of vodka	Effect: "Brined Liver", Effect Duration: 10
smooth mushroom wine	Effect: "Gyromitra Gymnastics", Effect Duration: 80
snakebite	Effect: "Sweet Tooth", Effect Duration: 30
Sockdollager	Effect: "In a Lather", Effect Duration: 25
soy cordial	Effect: "Electrolyte Fantastic", Effect Duration: 2
soyburger juice	Effect: "Oversaturated Palate", Effect Duration: 1
Strikes Again Bigmouth	Effect: "Smithsness Cheer", Effect Duration: 50
Suffering Sinner	Effect: "Heart Aflame", Effect Duration: 5
Suppurating Sinner	Effect: "Heart Aflame", Effect Duration: 10
swirling mushroom wine	Effect: "Tremella Tremens", Effect Duration: 80
Taco Dan's Taco Stand Chimichangarita	Effect: "Margaritish", Effect Duration: 10
Temps Tempranillo	Effect Duration: 5
The Cooler Out of Space	Effect: "You Can Taste the Darkness", Effect Duration: 30
tobiko-infused sake	Effect: "Pisces in the Skyces", Effect Duration: 30
Transylvania Sling	Effect: "Creepypasted ", Effect Duration: 10
unquiet spirits	Effect: "Hollow Inside", Effect Duration: 50
warbear bearserker mead	Effect: "Warbear Warlust", Effect Duration: 40
warbear blizzard mead	Effect: "Warbear Blubber", Effect Duration: 40
warbear feasting mead	Effect: "Warbear Loot Lust", Effect Duration: 40
wasabi-infused sake	Effect: "Wasabi With You", Effect Duration: 30
whiskey in a broken glass	Effect: "Bloody Grin", Effect Duration: 50
white Canadian	Effect: "Canadianity", Effect Duration: 3
white Dreadsylvanian	Effect: "Whitesloshed", Effect Duration: 50
white lightning	Effect: "Temporary Blindness", Effect Duration: 3
white Xanadian	Effect: "Flashing Eyes", Effect Duration: 10
world's most unappetizing beverage	Effect: "Literally Insane", Effect Duration: 10
Zoodriver	Effect: "Rampage!", Effect Duration: 5

# Everything Else section of modifiers.txt

&quot;DRINK ME&quot; potion	Effect: "Down the Rabbit Hole", Effect Duration: 20
1/6th Pound Cake	Effect: "Heal Thy Nanoself", Effect Duration: 100
37x37x37 puzzle cube	Effect: "Puzzle Fury", Effect Duration: 10
8-bit banana	Effect: "Banono", Effect Duration: 20
a cute angel	Free Pull
A muse-bouche	Effect: "Pros Only", Effect Duration: 30
abominable blubber	Effect: "Abominably Slippery", Effect Duration: 10
adder bladder	Effect: "Deadly Flashing Blade", Effect Duration: 10
adventurer clone egg	Free Pull
Agent Corrigan's cigarette	Effect: "Ermahgerd, Burke", Effect Duration: 100
airborne mutagen	Effect: "Heightened Senses", Effect Duration: 20
alien drugs	Effect: "Space Cowboy", Effect Duration: 15
alien hologram projector	Effect: "Alien Resurrection", Effect Duration: 100
all-purpose cleaner	Effect: "Soul-Crushing Headache", Effect Duration: 10
all-year sucker	Effect: "Gonna Get You, Sucker", Effect Duration: 10
alphabet gum	Effect: "Bubble, Bubble", Effect Duration: 5
Amnesiac Ale	Effect: "All Is Forgiven", Effect Duration: 30
Ancient Protector Soda	Effect: "Ancient Protected", Effect Duration: 50
Angry Farmer candy	Effect: "Sugar Rush", Effect Duration: 10
Angry Farmer's Wife Candy	Effect: "Sugar Rush", Effect Duration: 10
ant agonist	Effect: "All Fired Up", Effect Duration: 10
antique bottle of cough syrup	Effect: "The Q Is Talking To You", Effect Duration: 10
antique hand mirror	Effect: "Bad Luck", Effect Duration: 7
Apathargic Bandersnatch	Free Pull
arrowgram	Free Pull
arse-a'fire elixir	Effect: "Arse-a'fire", Effect Duration: 10
artisanal hand-squeezed wheatgrass juice	Effect: "Artisanal Retentive", Effect Duration: 50
ASCII fu manchu	Effect: "HELLO WORLD!", Effect Duration: 50
ash soda	Effect: "Ashen Burps", Effect Duration: 15
astral badger	Free Pull
astral mushroom	Effect: "Half-Astral", Effect Duration: 5
Atomic Comic	Effect: "Single-Eyed Vision", Effect Duration: 20
Atomic Pop	Effect: "Cinnamouth", Effect Duration: 10
avatar of the Unconscious Collective	Free Pull
bacon bath ball	Effect: "Pork Power", Effect Duration: 10
bad penguin egg	Free Pull
bag of Cheat-Os	Effect: "Sticky Fingers", Effect Duration: 10
bag of lard	Effect: "Cuts Like a Buttered Knife", Effect Duration: 10
bag of pygmy blood	Effect: "Blood-Rich", Effect Duration: 20
bag of W&Ws	Effect: "Just the Brown Ones", Effect Duration: 15
baggie of powdered sugar	Effect: "So You Can Work More...", Effect Duration: 10
ballast turtle	Effect: "Oxygenated Blood", Effect Duration: 20
banana smoothie	Effect: "Bananas!", Effect Duration: [R]
banana supersucker	Effect: "Bananas!", Effect Duration: 30
Bangyomaman battle juice	Effect: "Pug Ugly", Effect Duration: 50
baobab sap	Effect: "Buff as a Baobab", Effect Duration: 10
Bash-&#332;s boxtop	Wiki Name: "Bash-Os boxtop"
bazookafish bubble gum	Effect: "Fishbreath", Effect Duration: 5
beastly paste	Effect: "Beastly Flavor", Effect Duration: 10
beet-flavored Mr. Mediocrebar	Effect: "Block-Rockin' Beet", Effect Duration: 30
begpwnia	Effect: "Can't Be a Chooser", Effect Duration: 10
bellhop bell	Effect: "Ringing Ears", Effect Duration: 10
Ben-Gal&trade; Balm	Effect: "Go Get 'Em, Tiger!", Effect Duration: 3
bent scrap metal	Effect: "Armor-Plated", Effect Duration: 10
big dribbly candle	Effect: "Waxing Mystical", Effect Duration: 10
Big Punk	Effect: "Big Punkin'", Effect Duration: 50
birthday candle	Effect: "Light!", Effect Duration: 3
Bit O' Ectoplasm	Effect: "Sugar Rush", Effect Duration: 5
Bit O' Quail Spleen	Effect: "Vented Spleen", Effect Duration: 10
bite-me-red lipstick	Effect: "Vampin'", Effect Duration: 30
bitter pill	Effect: "Bitterskin", Effect Duration: 100
BitterSweetTarts	Effect: "Full of Wist", Effect Duration: 10
Black Body&trade; spray	Effect: "Radiating Black Body&trade;", Effect Duration: 10
black candy heart	Effect: "Heart of Black", Effect Duration: 10
black eye shadow	Effect: "Black Eyes", Effect Duration: 10
black eyedrops	Effect: "Hyphemariffic", Effect Duration: 10
black facepaint	Effect: "Black Face", Effect Duration: 10
black friar's tonsure	Effect: "Into the Friar", Effect Duration: 50
black magic powder	Effect: "Black Magic? Woah, Man!", Effect Duration: 50
Black No. 2	Effect: "Locks Like the Raven", Effect Duration: 10
black paisley oyster egg	Effect: "Egg-stortionary Tactics", Effect Duration: 20
black polka-dot oyster egg	Effect: "Egg-stortionary Tactics", Effect Duration: 20
black sheepskin diploma	Effect: "Erudite", Effect Duration: 10
black snowcone	Effect: "Black Tongue", Effect Duration: 20
black striped oyster egg	Effect: "Egg-stortionary Tactics", Effect Duration: 20
black tear	Effect: "Weepy, Creepy", Effect Duration: 1
blackberry polite	Effect: "Blackberry Politeness", Effect Duration: [R]
blob of acid	Effect: "Lord of Acid", Effect Duration: 50
blob of Alphredo&trade;	Effect: "Blessing of the Stinking Alphredo&trade;", Effect Duration: 10
Blood 'n' Plenty	Effect: "Sugar Rush", Effect Duration: 10
blood of the Wereseal	Effect: "Temporary Lycanthropy", Effect Duration: 10
bloodstain stick	Effect: "Bloodstain-Resistant", Effect Duration: 20
blue grass	Effect: "The Grass...  Is Blue...", Effect Duration: 20
blue oyster badge	Effect: "Cult Fiction", Effect Duration: 50
blue potion	Effect: "Healthy Blue Glow", Effect Duration: 20
blue snowcone	Effect: "Blue Tongue", Effect Duration: 20
blue-frosted astral cupcake	Effect: "Cupcake of Choice", Effect Duration: 20
boiling seal blood	Effect: "Abyssal Blood", Effect Duration: 20
Boletus Broletus mushroom	Effect: "Boletus Swoletus", Effect Duration: 10
bone bons	Effect: "Bone Chilling", Effect Duration: 20
booby trap	Effect: "Ravonovichy", Effect Duration: 100
BOOterfinger	Effect: "BOOsted", Effect Duration: 50
Boss Drops	Effect: "Chief Executive Optimism", Effect Duration: 5
bottle of antifreeze	Effect: "Fever From the Flavor", Effect Duration: 10
bottle of black cat tonic	Effect: "Contagious Bad Luck", Effect Duration: 10
bottle of bubbles	Effect: "Bubble Vision", Effect Duration: 100
bottle of extra-strength melodramamine	Effect: "Emotion Sickness", Effect Duration: 50
bottle of fire	Effect: "The Fire Inside", Effect Duration: 10
bottle of goofballs	Effect: "Hopped Up on Goofballs", Effect Duration: 10
bottle of lighter fluid	Effect: "Lit Up", Effect Duration: 10
bottle of limeade	Effect: "Sugar Rush", Effect Duration: 20
bottle of melodramamine	Effect: "Emotion Sickness", Effect Duration: 5
bottle of Mystic Shell	Effect: "Impregnably Delicious", Effect Duration: 10
bottle of pirate juice	Effect: "Piratastic", Effect Duration: 10
bottle of rhinoceros hormones	Effect: "'Roids of the Rhinoceros", Effect Duration: 10
bottle of ultravitamins	Effect: "Vitamin-Maxed", Effect Duration: 10
bottle of Vangoghbitussin	Effect: "The 'Tussin", Effect Duration: 5
bottled green pixie	Free Pull
bottled inspiration	Effect: "Inspired!", Effect Duration: 10
bowl of marinade	Effect: "Marinated", Effect Duration: 15
box of Dweebs	Effect: "Dweeby", Effect Duration: 15
box of sunshine	Free Pull
brass Dreadsylvanian flask	Effect: "Brass Loins", Effect Duration: 100
breath mint	Effect: "Sugar Rush", Effect Duration: 3
brick	Free Pull
BRICKO stud	Effect: "You're a Brick . . . Ooze", Effect Duration: 30
brigand brittle	Effect: "Bandananit", Effect Duration: 50
Bright Water	Effect: "Bright!", Effect Duration: 10
BROS Energy Drink	Effect: "Tapped In", Effect Duration: 20
Bruno's blessing of Mars	Effect: "The Smeezingtons", Effect Duration: 50
bubblin' chemistry solution	Effect: "Science is Real", Effect Duration: 100
buffed alien drugs	Effect: "Space Tripping", Effect Duration: 10
bug paste	Effect: "Buggy Flavor", Effect Duration: 10
Bugbearclaw Donut	Effect: "Bugbear in Tooth and Claw", Effect Duration: 20
bull blubber	Effect: "Matador Nemesis", Effect Duration: 30
Burt's blessing of Bacchus	Effect: "Smoking like a Bandit", Effect Duration: 50
button rouge	Effect: "Buttons Rouged, Louisiana", Effect Duration: 50
cabbage-flavored Mr. Mediocrebar	Effect: "I Am the Slaw!", Effect Duration: 30
calm attention-deficit demon	Free Pull
can of Binarrrca	Effect: "Talking Like a Pirate", Effect Duration: 50, Free Pull
can of black paint	Effect: "Red Door Syndrome", Effect Duration: 10
can of Red Minotaur	Effect: "Wings", Effect Duration: 5
Can of Spaghetto	Effect: "Blessing of the Spaghetto", Effect Duration: 20
can of spinach	Effect: "Pop-eyed", Effect Duration: 10
can of V-11	Effect: "It's Ridiculous", Effect Duration: 111
candied bolts	Effect: "Bolts about Candy", Effect Duration: 20
candied kobold	Effect: "Sugar Rush", Effect Duration: 3
candied nuts	Effect: "Nuts about Candy", Effect Duration: 20
candy brain	Effect: "Sugar Rush", Effect Duration: 15
candy cigarette	Effect: "Hollow Inside", Effect Duration: 20
candy cornucopia	Free Pull
candy crayons	Effect: "A Taste of Rainbow", Effect Duration: 5
candy skeleton	Effect: "Candied Skeleton", Effect Duration: 10
candy UFOs	Effect: "Fizzier Than Light", Effect Duration: 10
carrot juice	Effect: "Pla-see-bo", Effect Duration: 10
cartoon heart	Effect: "Healthy Red Glow", Effect Duration: 10
catfish whiskers	Effect: "Fishy Whiskers", Effect Duration: 40
celestial au jus	Effect: "Celestial Saltiness", Effect Duration: 10
celestial carrot juice	Effect: "Celestial Vision", Effect Duration: 10
celestial olive oil	Effect: "Celestial Sheen", Effect Duration: 10
celestial squid ink	Effect: "Celestial Camouflage", Effect Duration: 10
censored can label	Effect: "Censored Can", Effect Duration: 50
Charity's choker	Effect: "Beginning at Home", Effect Duration: 100
cheap cigar butt	Effect: "Smokin'", Effect Duration: 10
cheap clip-on ninja tie	Effect: "Ninjas Just Tryin' to Get Paid", Effect Duration: 50
cheap wind-up clock	Effect: "Ticking Clock", Effect Duration: 10
Cheshire Bitten	Free Pull
chicle de salchicha	Effect: "Here to Kick Ass", Effect Duration: 20
children of the candy corn	Effect: "Sugar Rush", Effect Duration: 5
chlorophyll paste	Effect: "Chlorophyll Flavor", Effect Duration: 10
chocolate bath ball	Effect: "Chocolate Reign", Effect Duration: 10
chocolate filthy lucre	Effect: "Gelded", Effect Duration: 10
chocolate-covered caviar	Effect: "Sugar Rush", Effect Duration: 10
chunk of rock salt	Effect: "Fresh Scent", Effect Duration: 10
cigar box turtle	Effect: "Colorful Gratitude", Effect Duration: 15
Clan hot dog stand	Free Pull
Clan looking glass	Free Pull
Clan pool table	Free Pull
Clan shower	Free Pull
Clan speakeasy	Free Pull
Clan VIP Lounge invitation	Free Pull
Clan VIP Lounge key	Free Pull
class five ecto-larva	Free Pull
Climate Colada	Effect: "Weather, Man", Effect Duration: 20
Cloaca Cola Polar	Effect: "Polar Express", Effect Duration: 50
clove-flavored lip balm	Effect: "The Great White Mope", Effect Duration: 30
coal dust	Effect: "Funky Coal Patina", Effect Duration: 15
coffee sprite	Free Pull
Cold Hots candy	Effect: "Sugar Rush", Effect Duration: 1
cold nuggets	Effect: "Frigid Weapon", Effect Duration: 5
cold powder	Effect: "Insulated Trousers", Effect Duration: 5
cold seal sweat	Effect: "Abyssal Sweat", Effect Duration: 20
cold wad	Effect: "Cold Blooded", Effect Duration: 10
cold-filtered water	Effect: "Purity of Spirit", Effect Duration: 10
cologne of contempt	Effect: "Contemptible Emanations", Effect Duration: [R]
colorful toad	Effect: "All Glory To the Toad", Effect Duration: 10
comb jelly	Effect: "Jelly Combed", Effect Duration: 20
Comet Drop	Effect: "Heal Thy Nanoself", Effect Duration: 1
Comet Pop	Effect: "Heal Thy Nanoself", Effect Duration: 10
Comma Chameleon egg	Free Pull
compressed air canister	Effect: "Dug Out", Effect Duration: 30
concentrated cordial of concentration	Effect: "Concentrated Concentration", Effect Duration: [R]
concentrated garbage juice	Effect: "Drenched With Filth", Effect Duration: 20
concoction of clumsiness	Effect: "Clumsy", Effect Duration: [R]
confiscated cell phone	Effect: "OMG WTF", Effect Duration: 20
confiscated comic book	Effect: "Superheroic", Effect Duration: 20
confiscated love note	Effect: "Notably Lovely", Effect Duration: 20
Connery's Elixir of Audacity	Effect: "Cock of the Walk", Effect Duration: [R]
control crystal	Free Pull
cool cat elixir	Effect: "Cool, Catlike", Effect Duration: 20
cordial of concentration	Effect: "Concentration", Effect Duration: [R]
correction fluid	Effect: "The Solution", Effect Duration: 30
corrupted data	Effect: "Corrupted", Effect Duration: 30
cosmic bucket	Free Pull
cosmic lemonade	Effect: "Lemon Enlightenment", Effect Duration: 10
cotton candy cocoon	Free Pull
cranberry cordial	Effect: "Cranberry Cordiality", Effect Duration: [R]
crappy waiter disguise	Effect: "Crappily Disguised as a Waiter", Effect Duration: 1
cream pie	Free Pull
Crimbo candied pecan	Effect: "Sweet, Nuts", Effect Duration: 5
crimbo elfling	Free Pull
Crimbo fudge	Effect: "Busy Bein' Delicious", Effect Duration: 5
Crimbo P. R. E. S. S. I. E.	Free Pull
Crimbo paste	Effect: "Crimbo Flavor", Effect Duration: 10
Crimbo peppermint bark	Effect: "Peppermint Bite", Effect Duration: 5
crude crudit&eacute;s	Effect: "Crud&eacute;", Effect Duration: 10
CSA bravery badge	Effect: "Standard Issue Bravery", Effect Duration: 20
cube of billiard chalk	Effect: "Chalked Weapon", Effect Duration: 10
cube of ectoplasm	Effect: "8-bit Apparition", Effect Duration: 50
cursed microwave	Free Pull
cursed pony keg	Free Pull
custom avatar form	Free Pull
cyclops eyedrops	Effect: "One Very Clear Eye", Effect Duration: 10
cymbal syrup	Effect: "Tinnitus", Effect Duration: 20, Free Pull
d12	Effect: "Bastard!", Effect Duration: 10
# d20	Effect: "20/20 Vision", Effect Duration: 20d20
# d20	Effect: "Natural 1", Effect Duration: 1
# d20	Effect: "Natural 20", Effect Duration: 1
Daffy Taffy	Effect: "Sugar Rush", Effect Duration: 3
dancing fan	Effect: "Fan Dancing", Effect Duration: 50
dandy lion cub	Free Pull
Dark Jill-O-Lantern	Free Pull
daub-breaker	Effect: "Hot Breath", Effect Duration: 1
deactivated nanobots	Free Pull
deadly lampshade	Effect: "Deadly Lampblade", Effect Duration: 20
deanimated reanimator's coffin	Free Pull
decorative fountain	Effect: "Sleepy", Effect Duration: 1
defective Game Grid token	Effect: "Video... Games?", Effect Duration: 5
deflated inflatable dodecapede	Free Pull
delicious candy	Effect: "Eyes All Black", Effect Duration: 15
delicious comfit?	Effect: "Discomfited", Effect Duration: 10
demonic paste	Effect: "Demonic Flavor", Effect Duration: 10
demonic surgical gloves	Effect: "Daemon Duds", Effect Duration: 50
Dennis's blessing of Minerva	Effect: "Minerva's Zen", Effect Duration: 50
dented spoon	Effect: "There Is A Spoon", Effect Duration: 20
deodorant	Effect: "Fresh Scent", Effect Duration: 10
# Desert Bus pass: Allows Travel to Desert Beach
desktop zen garden	Effect: "Everything's Zen", Effect Duration: 10
devilish folio	Effect: "Dis Abled", Effect Duration: 30
digital underground potion	Effect: "Digitally Converted", Effect Duration: 20
disco horoscope (Aquarius)	Effect: "Aquarius Rising", Effect Duration: 10
disco horoscope (Aries)	Effect: "Aries Rising", Effect Duration: 10
disco horoscope (Cancer)	Effect: "Cancer Rising", Effect Duration: 10
disco horoscope (Capricorn)	Effect: "Capricorn Rising", Effect Duration: 10
disco horoscope (Gemini)	Effect: "Gemini Rising", Effect Duration: 10
disco horoscope (Leo)	Effect: "Leo Rising", Effect Duration: 10
disco horoscope (Libra)	Effect: "Libra Rising", Effect Duration: 10
disco horoscope (Pisces)	Effect: "Pisces Rising", Effect Duration: 10
disco horoscope (Sagittarius)	Effect: "Sagittarius Rising", Effect Duration: 10
disco horoscope (Scorpio)	Effect: "Scorpio Rising", Effect Duration: 10
disco horoscope (Taurus)	Effect: "Taurus Rising", Effect Duration: 10
disco horoscope (Virgo)	Effect: "Virgo Rising", Effect Duration: 10
Discontent&trade; Winter Garden Catalog	Free Pull
disintegrating spiky collar	Effect: "Man's Worst Enemy", Effect Duration: 10
dog ointment	Effect: "Unbarking Dogs", Effect Duration: 20
Dogsgotnonoz pills	Effect: "Can't Smell Nothin'", Effect Duration: 10
dollop of barbecue sauce	Effect: "Barbecue Saucy", Effect Duration: 15
donkey flipbook	Effect: "Hyperoffended", Effect Duration: 10
doppelshifter egg	Free Pull
double-ice gum	Effect: "Wintry Breath", Effect Duration: 10
dreaming Jung man	Free Pull
Drizzlers&trade; Black Licorice	Effect: "Rainy Soul Miasma", Effect Duration: 1
drop of water-37	Effect: "Extra-Wet", Effect Duration: 30
drum of pomade	Effect: "Perfect Hair", Effect Duration: 10
